Head;0.305168;0.5511745;2.556145
Shoulder-Center;0.3467489;0.3177237;2.535423
Shoulder-Right;0.3225149;0.4687612;2.49275
Shoulder-Left;0.3281495;0.4049124;2.472052
Elbow-Right;0.273524;0.3456375;2.390733
Elbow-Left;0.4434425;0.4333989;2.351321
Wrist-Right;0.1359469;0.4381505;2.49227
Wrist-Left;0.4006753;0.4496736;2.548136
Hand-Right;0.09776512;0.4532889;2.525412
Hand-Left;0.3864195;0.4550985;2.616975
Spine;0.2596294;0.1142523;2.504951
Hip-centro;0.2489835;0.07011931;2.518304
Hip-Right;0.2404435;0.05809677;2.515865
Hip-Left;0.2464364;0.05873678;2.521028
Knee-Right;0.2131809;-0.3355222;2.471262
Knee-Left;0.337581;-0.3453894;2.671746
Ankle-Right;0.3102248;-0.653994;2.423788
Ankle-Left;0.2415202;-0.6865773;2.656933
Foot-Right;0.2613433;-0.7157151;2.422722
Foot-Left;0.2674274;-0.7292553;2.715849
Head;0.3064549;0.5514545;2.555895
Shoulder-Center;0.3466123;0.3178218;2.535267
Shoulder-Right;0.3223662;0.4689477;2.492707
Shoulder-Left;0.3280128;0.4050106;2.471896
Elbow-Right;0.273936;0.345576;2.390876
Elbow-Left;0.4432509;0.4334835;2.35122
Wrist-Right;0.1530494;0.4234745;2.481134
Wrist-Left;0.4005322;0.4497621;2.547946
Hand-Right;0.1114147;0.4483788;2.514031
Hand-Left;0.3862926;0.4551883;2.616754
Spine;0.2589641;0.1195941;2.507915
Hip-centro;0.2485857;0.07672024;2.521756
Hip-Right;0.2397807;0.06133514;2.518246
Hip-Left;0.246461;0.06661265;2.524069
Knee-Right;0.2141468;-0.3378337;2.471684
Knee-Left;0.3364563;-0.3395658;2.669843
Ankle-Right;0.3098126;-0.6540912;2.423808
Ankle-Left;0.2402966;-0.6806241;2.654729
Foot-Right;0.2620982;-0.71536;2.422411
Foot-Left;0.2669984;-0.7232237;2.713297
Head;0.2526172;0.742447;2.60976
Shoulder-Center;0.2972439;0.5734821;2.594444
Shoulder-Right;0.3224268;0.4689004;2.492502
Shoulder-Left;0.2786444;0.6606709;2.531072
Elbow-Right;0.2745144;0.34509;2.391171
Elbow-Left;0.3938287;0.6891304;2.410451
Wrist-Right;0.1281372;0.4417619;2.492471
Wrist-Left;0.3511575;0.7054129;2.607089
Hand-Right;0.09364763;0.4595017;2.528216
Hand-Left;0.3369337;0.7108404;2.675866
Spine;0.2575374;0.2271867;2.557665
Hip-centro;0.2479989;0.1615605;2.532804
Hip-Right;0.2601451;0.1032128;2.526371
Hip-Left;0.2248375;0.131421;2.523888
Knee-Right;0.2141424;-0.3361014;2.471768
Knee-Left;0.3218341;-0.2799647;2.650146
Ankle-Right;0.3097545;-0.6537567;2.423949
Ankle-Left;0.2267447;-0.6211991;2.635622
Foot-Right;0.2635799;-0.7149554;2.422811
Foot-Left;0.2207521;-0.6533289;2.565742
Head;0.2509327;0.7401347;2.613497
Shoulder-Center;0.2816577;0.5697793;2.611964
Shoulder-Right;0.321896;0.4689319;2.492247
Shoulder-Left;0.2630582;0.656968;2.548593
Elbow-Right;0.2760696;0.3443143;2.391096
Elbow-Left;0.3781865;0.6854137;2.428026
Wrist-Right;0.1270605;0.4421177;2.490521
Wrist-Left;0.3355647;0.7017002;2.624571
Hand-Right;0.09085913;0.4618133;2.523414
Hand-Left;0.3213574;0.7071291;2.693317
Spine;0.2597412;0.2259805;2.559111
Hip-centro;0.2481015;0.1616182;2.532545
Hip-Right;0.2610871;0.103602;2.526063
Hip-Left;0.22527;0.1318158;2.521655
Knee-Right;0.2142485;-0.3355188;2.471592
Knee-Left;0.3218937;-0.278979;2.649576
Ankle-Right;0.3097742;-0.6531901;2.424438
Ankle-Left;0.2269446;-0.6201541;2.634774
Foot-Right;0.2666153;-0.7129737;2.420111
Foot-Left;0.2122775;-0.6519775;2.56609
Head;0.2891006;0.5497818;2.575759
Shoulder-Center;0.3394681;0.3186163;2.533013
Shoulder-Right;0.3219018;0.4689652;2.492232
Shoulder-Left;0.3208686;0.4058051;2.469641
Elbow-Right;0.2754101;0.3433339;2.393168
Elbow-Left;0.4359441;0.4342377;2.349128
Wrist-Right;0.1522077;0.4248645;2.475164
Wrist-Left;0.3933689;0.4505279;2.545586
Hand-Right;0.1098084;0.4518378;2.505921
Hand-Left;0.3791772;0.455958;2.614302
Spine;0.2494387;0.1258034;2.517128
Hip-centro;0.245317;0.08105626;2.532976
Hip-Right;0.2390394;0.0639703;2.5333
Hip-Left;0.2417558;0.07262342;2.531223
Knee-Right;0.2138989;-0.3388028;2.47129
Knee-Left;0.3354183;-0.3356366;2.66805
Ankle-Right;0.3100801;-0.6526265;2.424658
Ankle-Left;0.2398473;-0.6765352;2.652901
Foot-Right;0.2629385;-0.7136322;2.421876
Foot-Left;0.2801703;-0.720147;2.702013
Head;0.2916688;0.5515913;2.578559
Shoulder-Center;0.3464949;0.3214041;2.537671
Shoulder-Right;0.3202091;0.4688339;2.492161
Shoulder-Left;0.3278955;0.4085929;2.4743
Elbow-Right;0.2757155;0.3428566;2.392655
Elbow-Left;0.4429178;0.4370124;2.353841
Wrist-Right;0.1263573;0.4415926;2.487745
Wrist-Left;0.4003894;0.4533064;2.550212
Hand-Right;0.09383757;0.4627274;2.523422
Hand-Left;0.3862133;0.4587377;2.618898
Spine;0.2546051;0.1250275;2.514041
Hip-centro;0.2457682;0.08120801;2.532625
Hip-Right;0.2376385;0.0645644;2.528708
Hip-Left;0.2445948;0.07243249;2.533136
Knee-Right;0.2139332;-0.3388144;2.471357
Knee-Left;0.3359789;-0.3365749;2.668942
Ankle-Right;0.3098063;-0.6523194;2.424992
Ankle-Left;0.2438064;-0.6782858;2.65498
Foot-Right;0.249712;-0.7173035;2.429016
Foot-Left;0.2691653;-0.7194942;2.714937
Head;0.2953092;0.5546654;2.581192
