neck,0.216510659364
rshoulder,0.256783608264
lshoulder,0.231605008571
rarm,0.302705844178
larm,0.34577648646
rfarm,0.240220368361
lfarm,0.291527554812
rhand,0.0307032863748
lhand,0.101723264443
uspine,0.495304737548
lspine,0.11046848413
rhip,0.0481507971942
lhip,0.0499521440706
rthigh,0.6559464314
lthigh,0.490272651493
rcalf,0.40395565159
lcalf,0.478066216557
rfoot,0.122562852917
lfoot,0.141568298851
height,2.01752140308
neck,0.216545761699
rshoulder,0.258524669604
lshoulder,0.231605067934
rarm,0.304955062146
larm,0.347018910274
rfarm,0.241424539593
lfarm,0.276824317719
rhand,0.0288253034242
lhand,0.0966935236346
uspine,0.486919934148
lspine,0.109555648934
rhip,0.0546991872664
lhip,0.0509847717956
rthigh,0.664100755172
lthigh,0.489469442617
rcalf,0.400722647378
lcalf,0.479437952307
rfoot,0.120215897407
lfoot,0.142601769876
height,2.01413755669
neck,0.217440714916
rshoulder,0.259200531693
lshoulder,0.22464883066
rarm,0.304536465867
larm,0.340061196949
rfarm,0.241928032856
lfarm,0.259466229169
rhand,0.0363617665327
lhand,0.0927769095427
uspine,0.493086581411
lspine,0.109244091946
rhip,0.0511178434545
lhip,0.0486997914565
rthigh,0.658404808585
lthigh,0.488509062565
rcalf,0.402674951553
lcalf,0.481262179345
rfoot,0.119626084996
lfoot,0.14077418128
height,2.01530583989
neck,0.217119100083
rshoulder,0.259718552021
lshoulder,0.20149541943
rarm,0.304448201655
larm,0.325186613728
rfarm,0.242797403875
lfarm,0.253541632141
rhand,0.037182651947
lhand,0.0889737543382
uspine,0.492872861177
lspine,0.106210728554
rhip,0.0477558411745
lhip,0.0407395705311
rthigh,0.659976565719
lthigh,0.487664426129
rcalf,0.403499854197
lcalf,0.482442952752
rfoot,0.11885313391
lfoot,0.140870218014
height,2.00710397103
neck,0.216882268586
rshoulder,0.259649598749
lshoulder,0.190966232421
rarm,0.304115683561
larm,0.320920820715
rfarm,0.24352897117
lfarm,0.266985508307
rhand,0.0446182808039
lhand,0.0838732485734
uspine,0.494355654062
lspine,0.105545365957
rhip,0.0422584188782
lhip,0.0314520309751
rthigh,0.661428241844
lthigh,0.486889632411
rcalf,0.404868594558
lcalf,0.483637071689
rfoot,0.118465743661
lfoot,0.142809384691
height,2.00268784796
neck,0.217096976611
rshoulder,0.258506074621
lshoulder,0.195384074913
rarm,0.304097955864
larm,0.330051104183
rfarm,0.244153806135
lfarm,0.28745626434
rhand,0.052026869615
lhand,0.081255294441
uspine,0.494512213614
lspine,0.106516719493
rhip,0.0390321520729
lhip,0.0267184272336
rthigh,0.662658823623
lthigh,0.486115942368
rcalf,0.406245798607
lcalf,0.485030589401
rfoot,0.118284321277
lfoot,0.143059617938
height,2.00169874598
neck,0.218055857062
rshoulder,0.253770344533
lshoulder,0.200232810292
rarm,0.304214151206
larm,0.309793659438
rfarm,0.24797437842
lfarm,0.278716596888
rhand,0.0584963883548
lhand,0.0866717879862
uspine,0.49227725438
lspine,0.108680024509
rhip,0.0348616109009
lhip,0.0232807217478
rthigh,0.662904922797
lthigh,0.4869471036
rcalf,0.408497347722
lcalf,0.487510267618
rfoot,0.118181940659
lfoot,0.143723341416
height,2.00196676418
neck,0.218812741323
rshoulder,0.249019895129
lshoulder,0.201581419786
rarm,0.302717273533
larm,0.319237022242
rfarm,0.249122038651
lfarm,0.289056696742
rhand,0.0633940829347
lhand,0.0854001866613
uspine,0.491857286052
lspine,0.109867175846
rhip,0.0314237057746
lhip,0.0261014321935
rthigh,0.661452186236
lthigh,0.513736667927
rcalf,0.408329972481
lcalf,0.470893733143
rfoot,0.118040625917
lfoot,0.143067061306
height,2.00705989571
neck,0.218922860727
rshoulder,0.247629260255
lshoulder,0.201863012793
rarm,0.302564522479
larm,0.319080418874
rfarm,0.248290525518
lfarm,0.287841956502
rhand,0.0646823395703
lhand,0.0852789810119
uspine,0.49173231815
lspine,0.110042858158
rhip,0.0307685501833
lhip,0.0279698814904
rthigh,0.660924881257
lthigh,0.523634350299
rcalf,0.408214568357
lcalf,0.463928217606
rfoot,0.118037078433
lfoot,0.142601772131
height,2.00873768691
neck,0.219096433064
rshoulder,0.246048115283
lshoulder,0.202122207439
rarm,0.302463201555
larm,0.325393135724
rfarm,0.248522229414
lfarm,0.291773583582
rhand,0.0656352156722
lhand,0.0821389968316
uspine,0.491829814558
lspine,0.11036168792
rhip,0.0298331905008
lhip,0.0297027580829
rthigh,0.660344148754
lthigh,0.534077249483
rcalf,0.40772699453
lcalf,0.45682396713
rfoot,0.118061789671
lfoot,0.141761923507
height,2.01045394637
neck,0.219242768518
rshoulder,0.244332496465
lshoulder,0.202353107772
rarm,0.302396775876
larm,0.332817917507
rfarm,0.247897583283
lfarm,0.296118440896
rhand,0.0666517635415
lhand,0.0772644354624
uspine,0.491093322321
lspine,0.110335701616
rhip,0.0294362707128
lhip,0.0316958494956
rthigh,0.660160153942
lthigh,0.544807312031
